player_id,r_score,f_score,m_score,rfm_total,rfm_segment,actual_segment
532,5,5,5,15,Champions,Loyal
534,5,5,5,15,Champions,Loyal
536,5,5,5,15,Champions,Loyal
537,5,5,5,15,Champions,Loyal
540,5,5,5,15,Champions,Loyal
543,5,5,5,15,Champions,Loyal
560,5,5,5,15,Champions,Loyal
561,5,5,5,15,Champions,Loyal
564,5,5,5,15,Champions,Loyal
565,5,5,5,15,Champions,Loyal
570,5,5,5,15,Champions,Loyal
571,5,5,5,15,Champions,Loyal
573,5,5,5,15,Champions,Loyal
574,5,5,5,15,Champions,Loyal
585,5,5,5,15,Champions,Loyal
586,5,5,5,15,Champions,Loyal
592,5,5,5,15,Champions,Loyal
604,5,5,5,15,Champions,Loyal
607,5,5,5,15,Champions,Loyal
611,5,5,5,15,Champions,Loyal
619,5,5,5,15,Champions,Loyal
624,5,5,5,15,Champions,Loyal
625,5,5,5,15,Champions,Loyal
639,5,5,5,15,Champions,Loyal
640,5,5,5,15,Champions,Loyal
646,5,5,5,15,Champions,Loyal
648,5,5,5,15,Champions,Loyal
653,5,5,5,15,Champions,Loyal
662,5,5,5,15,Champions,Loyal
673,5,5,5,15,Champions,Loyal
679,5,5,5,15,Champions,Loyal
681,5,5,5,15,Champions,Loyal
682,5,5,5,15,Champions,Loyal
688,5,5,5,15,Champions,Loyal
689,5,5,5,15,Champions,Loyal
694,5,5,5,15,Champions,Loyal
703,5,5,5,15,Champions,Loyal
707,5,5,5,15,Champions,Loyal
711,5,5,5,15,Champions,Loyal
718,5,5,5,15,Champions,Loyal
724,5,5,5,15,Champions,Loyal
736,5,5,5,15,Champions,Loyal
741,5,5,5,15,Champions,Loyal
742,5,5,5,15,Champions,Loyal
748,5,5,5,15,Champions,Loyal
750,5,5,5,15,Champions,Loyal
753,5,5,5,15,Champions,Loyal
754,5,5,5,15,Champions,Loyal
760,5,5,5,15,Champions,Loyal
762,5,5,5,15,Champions,Loyal
768,5,5,5,15,Champions,Loyal
785,5,5,5,15,Champions,Loyal
792,5,5,5,15,Champions,Loyal
794,5,5,5,15,Champions,Loyal
800,5,5,5,15,Champions,Loyal
804,5,5,5,15,Champions,Loyal
815,5,5,5,15,Champions,Loyal
828,5,5,5,15,Champions,Loyal
829,5,5,5,15,Champions,Loyal
839,5,5,5,15,Champions,Loyal
840,5,5,5,15,Champions,Loyal
842,5,5,5,15,Champions,Loyal
844,5,5,5,15,Champions,Loyal
845,5,5,5,15,Champions,Loyal
848,5,5,5,15,Champions,Loyal
853,5,5,5,15,Champions,Loyal
857,5,5,5,15,Champions,Loyal
872,5,5,5,15,Champions,Loyal
873,5,5,5,15,Champions,Loyal
877,5,5,5,15,Champions,Loyal
893,5,5,5,15,Champions,Loyal
895,5,5,5,15,Champions,Loyal
896,5,5,5,15,Champions,Loyal
903,5,5,5,15,Champions,Loyal
911,5,5,5,15,Champions,Loyal
916,5,5,5,15,Champions,Loyal
919,5,5,5,15,Champions,Loyal
921,5,5,5,15,Champions,Loyal
930,5,5,5,15,Champions,Loyal
943,5,5,5,15,Champions,Loyal
946,5,5,5,15,Champions,Loyal
947,5,5,5,15,Champions,Loyal
948,5,5,5,15,Champions,Loyal
952,5,5,5,15,Champions,Loyal
955,5,5,5,15,Champions,Loyal
957,5,5,5,15,Champions,Loyal
958,5,5,5,15,Champions,Loyal
961,5,5,5,15,Champions,Loyal
968,5,5,5,15,Champions,Loyal
971,5,5,5,15,Champions,Loyal
972,5,5,5,15,Champions,Loyal
986,5,5,5,15,Champions,Loyal
987,5,5,5,15,Champions,Loyal
992,5,5,5,15,Champions,Loyal
1309,5,5,5,15,Champions,Promising
1675,5,5,5,15,Champions,Promising
1934,5,5,5,15,Champions,Promising
3,4,5,5,14,Champions,Champions
7,4,5,5,14,Champions,Champions
9,4,5,5,14,Champions,Champions
13,4,5,5,14,Champions,Champions
17,4,5,5,14,Champions,Champions
24,4,5,5,14,Champions,Champions
27,4,5,5,14,Champions,Champions
28,4,5,5,14,Champions,Champions
32,4,5,5,14,Champions,Champions
36,4,5,5,14,Champions,Champions
43,4,5,5,14,Champions,Champions
51,4,5,5,14,Champions,Champions
54,4,5,5,14,Champions,Champions
58,4,5,5,14,Champions,Champions
62,4,5,5,14,Champions,Champions
65,4,5,5,14,Champions,Champions
76,4,5,5,14,Champions,Champions
80,4,5,5,14,Champions,Champions
81,4,5,5,14,Champions,Champions
87,5,5,4,14,Champions,Champions
97,4,5,5,14,Champions,Champions
100,4,5,5,14,Champions,Champions
102,4,5,5,14,Champions,Champions
106,4,5,5,14,Champions,Champions
107,4,5,5,14,Champions,Champions
111,4,5,5,14,Champions,Champions
114,4,5,5,14,Champions,Champions
117,4,5,5,14,Champions,Champions
119,4,5,5,14,Champions,Champions
122,4,5,5,14,Champions,Champions
136,4,5,5,14,Champions,Champions
137,4,5,5,14,Champions,Champions
139,4,5,5,14,Champions,Champions
141,4,5,5,14,Champions,Champions
142,4,5,5,14,Champions,Champions
143,4,5,5,14,Champions,Champions
144,4,5,5,14,Champions,Champions
146,4,5,5,14,Champions,Champions
163,4,5,5,14,Champions,Champions
165,4,5,5,14,Champions,Champions
168,4,5,5,14,Champions,Champions
173,4,5,5,14,Champions,Champions
179,5,5,4,14,Champions,Champions
186,4,5,5,14,Champions,Champions
187,4,5,5,14,Champions,Champions
190,4,5,5,14,Champions,Champions
192,4,5,5,14,Champions,Champions
199,4,5,5,14,Champions,Champions
212,4,5,5,14,Champions,Champions
229,4,5,5,14,Champions,Champions
233,4,5,5,14,Champions,Champions
238,4,5,5,14,Champions,Champions
240,4,5,5,14,Champions,Champions
244,4,5,5,14,Champions,Champions
247,4,5,5,14,Champions,Champions
253,4,5,5,14,Champions,Loyal
256,4,5,5,14,Champions,Loyal
278,5,5,4,14,Champions,Loyal
286,5,5,4,14,Champions,Loyal
299,4,5,5,14,Champions,Loyal
300,4,5,5,14,Champions,Loyal
302,4,5,5,14,Champions,Loyal
308,4,5,5,14,Champions,Loyal
310,4,5,5,14,Champions,Loyal
313,4,5,5,14,Champions,Loyal
322,4,5,5,14,Champions,Loyal
324,4,5,5,14,Champions,Loyal
328,5,5,4,14,Champions,Loyal
349,4,5,5,14,Champions,Loyal
350,4,5,5,14,Champions,Loyal
358,4,5,5,14,Champions,Loyal
360,4,5,5,14,Champions,Loyal
363,5,5,4,14,Champions,Loyal
367,4,5,5,14,Champions,Loyal
373,4,5,5,14,Champions,Loyal
375,4,5,5,14,Champions,Loyal
379,4,5,5,14,Champions,Loyal
383,5,5,4,14,Champions,Loyal
384,4,5,5,14,Champions,Loyal
385,4,5,5,14,Champions,Loyal
390,4,5,5,14,Champions,Loyal
398,4,5,5,14,Champions,Loyal
405,4,5,5,14,Champions,Loyal
410,5,5,4,14,Champions,Loyal
419,4,5,5,14,Champions,Loyal
422,5,4,5,14,Champions,Loyal
425,4,5,5,14,Champions,Loyal
426,4,5,5,14,Champions,Loyal
434,4,5,5,14,Champions,Loyal
437,4,5,5,14,Champions,Loyal
440,4,5,5,14,Champions,Loyal
442,5,4,5,14,Champions,Loyal
443,5,4,5,14,Champions,Loyal
444,4,5,5,14,Champions,Loyal
448,4,5,5,14,Champions,Loyal
449,4,5,5,14,Champions,Loyal
451,4,5,5,14,Champions,Loyal
457,4,5,5,14,Champions,Loyal
463,4,5,5,14,Champions,Loyal
464,4,5,5,14,Champions,Loyal
467,4,5,5,14,Champions,Loyal
479,4,5,5,14,Champions,Loyal
482,4,5,5,14,Champions,Loyal
483,4,5,5,14,Champions,Loyal
486,4,5,5,14,Champions,Loyal
489,4,5,5,14,Champions,Loyal
492,5,4,5,14,Champions,Loyal
508,5,5,4,14,Champions,Loyal
509,4,5,5,14,Champions,Loyal
517,4,5,5,14,Champions,Loyal
523,4,5,5,14,Champions,Loyal
528,4,5,5,14,Champions,Loyal
535,4,5,5,14,Champions,Loyal
546,4,5,5,14,Champions,Loyal
547,4,5,5,14,Champions,Loyal
550,4,5,5,14,Champions,Loyal
553,4,5,5,14,Champions,Loyal
554,5,4,5,14,Champions,Loyal
562,4,5,5,14,Champions,Loyal
567,4,5,5,14,Champions,Loyal
569,4,5,5,14,Champions,Loyal
572,4,5,5,14,Champions,Loyal
601,4,5,5,14,Champions,Loyal
602,4,5,5,14,Champions,Loyal
603,4,5,5,14,Champions,Loyal
612,4,5,5,14,Champions,Loyal
614,5,5,4,14,Champions,Loyal
628,4,5,5,14,Champions,Loyal
632,4,5,5,14,Champions,Loyal
634,5,5,4,14,Champions,Loyal
638,4,5,5,14,Champions,Loyal
644,4,5,5,14,Champions,Loyal
650,4,5,5,14,Champions,Loyal
658,4,5,5,14,Champions,Loyal
661,4,5,5,14,Champions,Loyal
669,4,5,5,14,Champions,Loyal
670,4,5,5,14,Champions,Loyal
686,4,5,5,14,Champions,Loyal
693,4,5,5,14,Champions,Loyal
696,5,5,4,14,Champions,Loyal
698,4,5,5,14,Champions,Loyal
700,4,5,5,14,Champions,Loyal
702,4,5,5,14,Champions,Loyal
708,5,5,4,14,Champions,Loyal
717,4,5,5,14,Champions,Loyal
729,4,5,5,14,Champions,Loyal
731,4,5,5,14,Champions,Loyal
732,4,5,5,14,Champions,Loyal
734,4,5,5,14,Champions,Loyal
738,4,5,5,14,Champions,Loyal
739,4,5,5,14,Champions,Loyal
758,4,5,5,14,Champions,Loyal
766,4,5,5,14,Champions,Loyal
767,4,5,5,14,Champions,Loyal
775,4,5,5,14,Champions,Loyal
779,4,5,5,14,Champions,Loyal
784,4,5,5,14,Champions,Loyal
788,4,5,5,14,Champions,Loyal
790,4,5,5,14,Champions,Loyal
791,4,5,5,14,Champions,Loyal
798,4,5,5,14,Champions,Loyal
802,5,5,4,14,Champions,Loyal
803,4,5,5,14,Champions,Loyal
807,4,5,5,14,Champions,Loyal
808,4,5,5,14,Champions,Loyal
809,5,5,4,14,Champions,Loyal
810,5,5,4,14,Champions,Loyal
812,4,5,5,14,Champions,Loyal
813,4,5,5,14,Champions,Loyal
818,4,5,5,14,Champions,Loyal
821,4,5,5,14,Champions,Loyal
826,4,5,5,14,Champions,Loyal
831,4,5,5,14,Champions,Loyal
832,4,5,5,14,Champions,Loyal
834,4,5,5,14,Champions,Loyal
836,4,5,5,14,Champions,Loyal
838,4,5,5,14,Champions,Loyal
843,4,5,5,14,Champions,Loyal
847,4,5,5,14,Champions,Loyal
850,4,5,5,14,Champions,Loyal
852,5,5,4,14,Champions,Loyal
856,4,5,5,14,Champions,Loyal
858,4,5,5,14,Champions,Loyal
860,4,5,5,14,Champions,Loyal
874,4,5,5,14,Champions,Loyal
879,4,5,5,14,Champions,Loyal
892,4,5,5,14,Champions,Loyal
897,4,5,5,14,Champions,Loyal
907,4,5,5,14,Champions,Loyal
909,4,5,5,14,Champions,Loyal
915,4,5,5,14,Champions,Loyal
928,4,5,5,14,Champions,Loyal
929,4,5,5,14,Champions,Loyal
932,5,4,5,14,Champions,Loyal
953,4,5,5,14,Champions,Loyal
964,4,5,5,14,Champions,Loyal
975,4,5,5,14,Champions,Loyal
978,4,5,5,14,Champions,Loyal
981,4,5,5,14,Champions,Loyal
982,4,5,5,14,Champions,Loyal
993,5,5,4,14,Champions,Loyal
998,4,5,5,14,Champions,Loyal
1000,4,5,5,14,Champions,Loyal
1012,5,4,5,14,Champions,Promising
1066,5,4,5,14,Champions,Promising
1090,5,5,4,14,Champions,Promising
1107,5,4,5,14,Champions,Promising
1124,5,4,5,14,Champions,Promising
1142,5,4,5,14,Champions,Promising
1149,5,5,4,14,Champions,Promising
1226,5,4,5,14,Champions,Promising
1276,5,4,5,14,Champions,Promising
1317,5,4,5,14,Champions,Promising
1365,5,4,5,14,Champions,Promising
1368,5,5,4,14,Champions,Promising
1405,5,4,5,14,Champions,Promising
1418,5,4,5,14,Champions,Promising
1467,5,4,5,14,Champions,Promising
1482,4,5,5,14,Champions,Promising
1539,5,4,5,14,Champions,Promising
1558,5,4,5,14,Champions,Promising
1725,5,4,5,14,Champions,Promising
1921,5,4,5,14,Champions,Promising
1943,5,4,5,14,Champions,Promising
2145,5,4,5,14,Champions,At Risk
2534,5,4,5,14,Champions,At Risk
2632,5,4,5,14,Champions,At Risk
2702,5,4,5,14,Champions,At Risk
2922,5,4,5,14,Champions,At Risk
3011,5,4,5,14,Champions,At Risk
3114,5,4,5,14,Champions,At Risk
6,3,5,5,13,Champions,Champions
8,3,5,5,13,Champions,Champions
15,4,5,4,13,Champions,Champions
18,3,5,5,13,Champions,Champions
23,3,5,5,13,Champions,Champions
25,3,5,5,13,Champions,Champions
29,3,5,5,13,Champions,Champions
33,4,5,4,13,Champions,Champions
34,3,5,5,13,Champions,Champions
35,3,5,5,13,Champions,Champions
38,3,5,5,13,Champions,Champions
39,3,5,5,13,Champions,Champions
40,3,5,5,13,Champions,Champions
42,3,5,5,13,Champions,Champions
45,3,5,5,13,Champions,Champions
50,3,5,5,13,Champions,Champions
55,3,5,5,13,Champions,Champions
57,3,5,5,13,Champions,Champions
59,3,5,5,13,Champions,Champions
63,3,5,5,13,Champions,Champions
68,3,5,5,13,Champions,Champions
75,3,5,5,13,Champions,Champions
79,3,5,5,13,Champions,Champions
84,3,5,5,13,Champions,Champions
92,3,5,5,13,Champions,Champions
94,3,5,5,13,Champions,Champions
99,3,5,5,13,Champions,Champions
101,3,5,5,13,Champions,Champions
105,3,5,5,13,Champions,Champions
110,3,5,5,13,Champions,Champions
113,3,5,5,13,Champions,Champions
115,3,5,5,13,Champions,Champions
116,3,5,5,13,Champions,Champions
123,3,5,5,13,Champions,Champions
125,3,5,5,13,Champions,Champions
127,3,5,5,13,Champions,Champions
129,3,5,5,13,Champions,Champions
138,3,5,5,13,Champions,Champions
140,3,5,5,13,Champions,Champions
151,3,5,5,13,Champions,Champions
152,3,5,5,13,Champions,Champions
154,3,5,5,13,Champions,Champions
155,3,5,5,13,Champions,Champions
158,3,5,5,13,Champions,Champions
169,3,5,5,13,Champions,Champions
171,3,5,5,13,Champions,Champions
176,3,5,5,13,Champions,Champions
180,3,5,5,13,Champions,Champions
191,3,5,5,13,Champions,Champions
196,3,5,5,13,Champions,Champions
197,3,5,5,13,Champions,Champions
198,3,5,5,13,Champions,Champions
200,3,5,5,13,Champions,Champions
208,3,5,5,13,Champions,Champions
210,3,5,5,13,Champions,Champions
213,3,5,5,13,Champions,Champions
215,3,5,5,13,Champions,Champions
218,3,5,5,13,Champions,Champions
219,3,5,5,13,Champions,Champions
221,3,5,5,13,Champions,Champions
223,3,5,5,13,Champions,Champions
227,3,5,5,13,Champions,Champions
228,3,5,5,13,Champions,Champions
249,3,5,5,13,Champions,Champions
255,3,5,5,13,Champions,Loyal
263,3,5,5,13,Champions,Loyal
268,3,5,5,13,Champions,Loyal
275,3,5,5,13,Champions,Loyal
276,3,5,5,13,Champions,Loyal
283,4,5,4,13,Champions,Loyal
287,3,5,5,13,Champions,Loyal
288,3,5,5,13,Champions,Loyal
289,3,5,5,13,Champions,Loyal
291,3,5,5,13,Champions,Loyal
295,3,5,5,13,Champions,Loyal
296,3,5,5,13,Champions,Loyal
298,3,5,5,13,Champions,Loyal
306,3,5,5,13,Champions,Loyal
309,3,5,5,13,Champions,Loyal
330,3,5,5,13,Champions,Loyal
337,4,5,4,13,Champions,Loyal
338,3,5,5,13,Champions,Loyal
339,3,5,5,13,Champions,Loyal
342,3,5,5,13,Champions,Loyal
343,3,5,5,13,Champions,Loyal
344,4,5,4,13,Champions,Loyal
353,3,5,5,13,Champions,Loyal
359,3,5,5,13,Champions,Loyal
361,3,5,5,13,Champions,Loyal
365,3,5,5,13,Champions,Loyal
368,3,5,5,13,Champions,Loyal
370,3,5,5,13,Champions,Loyal
372,3,5,5,13,Champions,Loyal
374,5,4,4,13,Champions,Loyal
378,4,5,4,13,Champions,Loyal
381,3,5,5,13,Champions,Loyal
389,3,5,5,13,Champions,Loyal
402,3,5,5,13,Champions,Loyal
408,3,5,5,13,Champions,Loyal
413,3,5,5,13,Champions,Loyal
417,3,5,5,13,Champions,Loyal
430,3,5,5,13,Champions,Loyal
431,3,5,5,13,Champions,Loyal
432,3,5,5,13,Champions,Loyal
433,3,5,5,13,Champions,Loyal
438,3,5,5,13,Champions,Loyal
441,3,5,5,13,Champions,Loyal
447,3,5,5,13,Champions,Loyal
450,3,5,5,13,Champions,Loyal
454,3,5,5,13,Champions,Loyal
461,4,5,4,13,Champions,Loyal
471,3,5,5,13,Champions,Loyal
472,3,5,5,13,Champions,Loyal
484,3,5,5,13,Champions,Loyal
496,3,5,5,13,Champions,Loyal
502,4,4,5,13,Champions,Loyal
510,3,5,5,13,Champions,Loyal
516,4,5,4,13,Champions,Loyal
521,4,5,4,13,Champions,Loyal
524,3,5,5,13,Champions,Loyal
525,3,5,5,13,Champions,Loyal
530,3,5,5,13,Champions,Loyal
531,3,5,5,13,Champions,Loyal
539,4,5,4,13,Champions,Loyal
545,3,5,5,13,Champions,Loyal
557,3,5,5,13,Champions,Loyal
568,3,5,5,13,Champions,Loyal
579,3,5,5,13,Champions,Loyal
597,3,5,5,13,Champions,Loyal
617,3,5,5,13,Champions,Loyal
620,3,5,5,13,Champions,Loyal
622,3,5,5,13,Champions,Loyal
623,3,5,5,13,Champions,Loyal
626,3,5,5,13,Champions,Loyal
627,3,5,5,13,Champions,Loyal
633,3,5,5,13,Champions,Loyal
637,3,5,5,13,Champions,Loyal
647,3,5,5,13,Champions,Loyal
654,3,5,5,13,Champions,Loyal
668,3,5,5,13,Champions,Loyal
690,3,5,5,13,Champions,Loyal
691,3,5,5,13,Champions,Loyal
710,3,5,5,13,Champions,Loyal
712,3,5,5,13,Champions,Loyal
715,4,5,4,13,Champions,Loyal
716,3,5,5,13,Champions,Loyal
721,3,5,5,13,Champions,Loyal
728,3,5,5,13,Champions,Loyal
743,3,5,5,13,Champions,Loyal
744,3,5,5,13,Champions,Loyal
745,3,5,5,13,Champions,Loyal
747,5,4,4,13,Champions,Loyal
749,3,5,5,13,Champions,Loyal
752,3,5,5,13,Champions,Loyal
755,3,5,5,13,Champions,Loyal
774,3,5,5,13,Champions,Loyal
778,3,5,5,13,Champions,Loyal
780,3,5,5,13,Champions,Loyal
786,3,5,5,13,Champions,Loyal
795,3,5,5,13,Champions,Loyal
805,3,5,5,13,Champions,Loyal
814,3,5,5,13,Champions,Loyal
817,3,5,5,13,Champions,Loyal
819,3,5,5,13,Champions,Loyal
824,3,5,5,13,Champions,Loyal
825,3,5,5,13,Champions,Loyal
827,5,5,3,13,Champions,Loyal
830,4,4,5,13,Champions,Loyal
833,4,5,4,13,Champions,Loyal
846,3,5,5,13,Champions,Loyal
851,3,5,5,13,Champions,Loyal
867,3,5,5,13,Champions,Loyal
875,3,5,5,13,Champions,Loyal
878,3,5,5,13,Champions,Loyal
880,4,5,4,13,Champions,Loyal
883,3,5,5,13,Champions,Loyal
884,3,5,5,13,Champions,Loyal
886,3,5,5,13,Champions,Loyal
891,3,5,5,13,Champions,Loyal
908,4,5,4,13,Champions,Loyal
914,3,5,5,13,Champions,Loyal
920,4,4,5,13,Champions,Loyal
923,3,5,5,13,Champions,Loyal
925,3,5,5,13,Champions,Loyal
927,5,4,4,13,Champions,Loyal
938,3,5,5,13,Champions,Loyal
942,3,5,5,13,Champions,Loyal
956,3,5,5,13,Champions,Loyal
966,3,5,5,13,Champions,Loyal
969,3,5,5,13,Champions,Loyal
970,3,5,5,13,Champions,Loyal
973,3,5,5,13,Champions,Loyal
974,3,5,5,13,Champions,Loyal
977,3,5,5,13,Champions,Loyal
980,3,5,5,13,Champions,Loyal
983,3,5,5,13,Champions,Loyal
988,3,5,5,13,Champions,Loyal
994,4,5,4,13,Champions,Loyal
996,4,5,4,13,Champions,Loyal
999,3,5,5,13,Champions,Loyal
1001,5,4,4,13,Champions,Promising
1007,4,4,5,13,Champions,Promising
1010,5,4,4,13,Champions,Promising
1014,5,4,4,13,Champions,Promising
1016,5,4,4,13,Champions,Promising
1019,5,4,4,13,Champions,Promising
1030,5,4,4,13,Champions,Promising
1049,5,4,4,13,Champions,Promising
1052,5,4,4,13,Champions,Promising
1062,5,4,4,13,Champions,Promising
1068,5,4,4,13,Champions,Promising
1080,5,4,4,13,Champions,Promising
1130,5,4,4,13,Champions,Promising
1137,5,4,4,13,Champions,Promising
1141,5,4,4,13,Champions,Promising
1143,5,4,4,13,Champions,Promising
1154,4,4,5,13,Champions,Promising
1164,4,4,5,13,Champions,Promising
1186,3,5,5,13,Champions,Promising
1200,5,4,4,13,Champions,Promising
1220,5,4,4,13,Champions,Promising
1223,5,4,4,13,Champions,Promising
1229,5,4,4,13,Champions,Promising
1239,5,4,4,13,Champions,Promising
1244,5,4,4,13,Champions,Promising
1268,5,4,4,13,Champions,Promising
1295,5,4,4,13,Champions,Promising
1300,3,5,5,13,Champions,Promising
1304,4,5,4,13,Champions,Promising
1316,3,5,5,13,Champions,Promising
1323,5,3,5,13,Champions,Promising
1356,4,5,4,13,Champions,Promising
1428,5,4,4,13,Champions,Promising
1455,5,4,4,13,Champions,Promising
1463,5,4,4,13,Champions,Promising
1473,5,4,4,13,Champions,Promising
1486,5,4,4,13,Champions,Promising
1487,4,4,5,13,Champions,Promising
1493,5,4,4,13,Champions,Promising
1505,5,4,4,13,Champions,Promising
1507,4,5,4,13,Champions,Promising
1518,5,4,4,13,Champions,Promising
1520,4,4,5,13,Champions,Promising
1524,5,4,4,13,Champions,Promising
1532,5,4,4,13,Champions,Promising
1553,5,4,4,13,Champions,Promising
1565,5,4,4,13,Champions,Promising
1580,4,5,4,13,Champions,Promising
1593,4,4,5,13,Champions,Promising
1601,5,4,4,13,Champions,Promising
1618,5,4,4,13,Champions,Promising
1634,5,4,4,13,Champions,Promising
1635,5,4,4,13,Champions,Promising
1655,5,4,4,13,Champions,Promising
1661,5,4,4,13,Champions,Promising
1692,4,5,4,13,Champions,Promising
1713,4,4,5,13,Champions,Promising
1714,5,4,4,13,Champions,Promising
1727,5,4,4,13,Champions,Promising
1735,4,4,5,13,Champions,Promising
1750,5,4,4,13,Champions,Promising
1762,4,4,5,13,Champions,Promising
1764,3,5,5,13,Champions,Promising
1789,5,4,4,13,Champions,Promising
1800,5,4,4,13,Champions,Promising
1811,5,4,4,13,Champions,Promising
1814,5,4,4,13,Champions,Promising
1822,5,4,4,13,Champions,Promising
1840,5,4,4,13,Champions,Promising
1850,5,4,4,13,Champions,Promising
1853,5,4,4,13,Champions,Promising
1856,5,4,4,13,Champions,Promising
1862,5,4,4,13,Champions,Promising
1872,5,4,4,13,Champions,Promising
1874,5,4,4,13,Champions,Promising
1877,4,4,5,13,Champions,Promising
1882,5,4,4,13,Champions,Promising
1885,5,4,4,13,Champions,Promising
1886,5,4,4,13,Champions,Promising
1914,5,4,4,13,Champions,Promising
1970,4,4,5,13,Champions,Promising
1985,5,4,4,13,Champions,Promising
1988,5,4,4,13,Champions,Promising
2074,5,4,4,13,Champions,At Risk
2083,5,4,4,13,Champions,At Risk
2168,5,4,4,13,Champions,At Risk
2171,5,4,4,13,Champions,At Risk
2176,5,3,5,13,Champions,At Risk
2196,5,4,4,13,Champions,At Risk
2233,4,4,5,13,Champions,At Risk
2251,5,4,4,13,Champions,At Risk
2365,5,3,5,13,Champions,At Risk
