player_id,signup_date,country,device,deposit_channel,segment,vip_eligible,age_group
63,2023-10-05,HU,desktop,card,Champions,True,26-35
64,2023-03-21,HR,mobile,bank_transfer,Champions,True,46+
65,2023-11-30,PL,desktop,card,Champions,True,26-35
66,2023-07-03,IE,desktop,card,Champions,True,18-25
67,2024-04-24,BG,tablet,bank_transfer,Champions,True,46+
68,2023-09-26,PL,desktop,bank_transfer,Champions,True,36-45
69,2024-06-26,HR,mobile,ewallet,Champions,True,36-45
70,2023-01-12,SK,mobile,bank_transfer,Champions,True,36-45
71,2024-08-20,CY,desktop,card,Champions,True,26-35
72,2024-07-09,LT,mobile,bank_transfer,Champions,True,46+
73,2023-06-25,EE,mobile,card,Champions,True,36-45
74,2023-10-18,IE,desktop,card,Champions,True,18-25
75,2023-11-01,CY,mobile,ewallet,Champions,True,26-35
76,2024-01-16,RO,mobile,crypto,Champions,True,18-25
77,2023-04-10,EE,mobile,card,Champions,True,18-25
78,2023-07-02,CZ,mobile,card,Champions,True,18-25
79,2023-10-02,LV,desktop,card,Champions,True,26-35
80,2024-01-14,PL,mobile,ewallet,Champions,True,46+
81,2023-12-10,UA,mobile,card,Champions,True,26-35
82,2023-01-28,LT,desktop,card,Champions,True,18-25
83,2023-01-05,CZ,mobile,card,Champions,True,36-45
84,2023-08-28,MT,mobile,crypto,Champions,True,18-25
85,2024-06-19,SK,desktop,crypto,Champions,True,36-45
86,2024-06-23,PL,desktop,bank_transfer,Champions,True,36-45
87,2024-04-17,CY,mobile,bank_transfer,Champions,True,46+
88,2023-03-28,CZ,mobile,card,Champions,True,36-45
89,2023-06-09,CY,mobile,bank_transfer,Champions,True,26-35
90,2023-06-20,PL,mobile,card,Champions,True,26-35
91,2024-04-16,BG,mobile,bank_transfer,Champions,True,26-35
92,2023-07-29,SK,tablet,crypto,Champions,True,26-35
93,2024-05-07,HU,mobile,ewallet,Champions,True,36-45
94,2023-07-30,LT,desktop,bank_transfer,Champions,True,36-45
95,2023-02-16,CY,desktop,card,Champions,True,36-45
96,2023-07-04,RO,desktop,card,Champions,True,36-45
97,2024-02-12,DE,desktop,card,Champions,True,46+
98,2023-03-02,RO,mobile,crypto,Champions,True,36-45
99,2023-09-18,RO,desktop,ewallet,Champions,True,46+
100,2024-01-15,CZ,mobile,bank_transfer,Champions,True,18-25
101,2023-11-30,LT,mobile,bank_transfer,Champions,True,26-35
102,2024-01-30,SK,mobile,bank_transfer,Champions,True,36-45
103,2024-08-11,LV,mobile,bank_transfer,Champions,True,46+
104,2024-05-26,IE,mobile,card,Champions,True,18-25
105,2023-11-09,LT,mobile,ewallet,Champions,True,36-45
106,2024-02-26,LT,mobile,ewallet,Champions,True,36-45
107,2024-02-11,PL,mobile,card,Champions,True,18-25
108,2023-06-23,EE,mobile,crypto,Champions,True,26-35
109,2024-04-16,LT,desktop,bank_transfer,Champions,True,46+
110,2023-09-03,DE,desktop,bank_transfer,Champions,True,26-35
111,2024-02-22,HR,desktop,crypto,Champions,True,18-25
112,2024-09-23,LV,desktop,bank_transfer,Champions,True,18-25
113,2023-11-03,CZ,desktop,card,Champions,True,26-35
114,2024-01-12,DE,desktop,card,Champions,True,26-35
115,2023-07-21,HU,mobile,crypto,Champions,True,36-45
116,2023-10-11,BG,mobile,crypto,Champions,True,46+
117,2024-03-14,SK,desktop,card,Champions,True,46+
118,2023-07-01,IE,desktop,bank_transfer,Champions,True,18-25
119,2024-03-11,LT,mobile,card,Champions,True,18-25
120,2024-07-28,LV,desktop,card,Champions,True,46+
121,2023-07-04,HR,mobile,card,Champions,True,18-25
122,2024-02-25,CZ,desktop,ewallet,Champions,True,26-35
123,2023-07-04,LT,mobile,ewallet,Champions,True,46+
124,2024-06-27,RO,desktop,bank_transfer,Champions,True,36-45
125,2023-10-13,CY,mobile,card,Champions,True,26-35
126,2023-01-26,MT,desktop,bank_transfer,Champions,True,46+
127,2023-10-15,MT,desktop,card,Champions,True,26-35
128,2023-04-10,UA,desktop,crypto,Champions,True,36-45
129,2023-11-22,CZ,desktop,card,Champions,True,46+
130,2023-02-04,CY,desktop,card,Champions,True,18-25
131,2024-05-07,UA,tablet,bank_transfer,Champions,True,36-45
132,2023-04-28,MT,desktop,bank_transfer,Champions,True,18-25
133,2023-06-08,RO,mobile,bank_transfer,Champions,True,36-45
134,2024-08-28,BG,desktop,crypto,Champions,True,18-25
135,2023-10-23,SK,mobile,bank_transfer,Champions,True,18-25
136,2023-11-22,PL,mobile,card,Champions,True,26-35
137,2024-01-29,CZ,desktop,bank_transfer,Champions,True,26-35
138,2023-10-01,IE,mobile,card,Champions,True,26-35
139,2024-01-21,EE,mobile,card,Champions,True,26-35
140,2023-07-22,IE,mobile,bank_transfer,Champions,True,26-35
141,2024-01-13,LV,desktop,bank_transfer,Champions,True,26-35
142,2024-03-25,RO,desktop,bank_transfer,Champions,True,26-35
143,2023-12-05,CZ,mobile,bank_transfer,Champions,True,36-45
144,2024-02-05,LT,desktop,crypto,Champions,True,26-35
145,2024-04-14,HU,desktop,card,Champions,True,36-45
146,2023-11-29,BG,mobile,card,Champions,True,18-25
147,2024-07-09,IE,mobile,card,Champions,True,26-35
148,2024-06-22,IE,mobile,card,Champions,True,36-45
149,2024-07-31,LT,desktop,ewallet,Champions,True,26-35
150,2023-01-10,HU,mobile,bank_transfer,Champions,True,18-25
151,2023-11-22,DE,tablet,crypto,Champions,True,36-45
152,2023-08-22,SK,mobile,bank_transfer,Champions,True,36-45
153,2024-04-26,DE,desktop,card,Champions,True,18-25
154,2023-09-06,CZ,mobile,card,Champions,True,18-25
155,2023-09-25,LV,tablet,bank_transfer,Champions,True,36-45
156,2024-06-19,HR,tablet,card,Champions,True,26-35
157,2024-06-23,HR,mobile,ewallet,Champions,True,26-35
158,2023-09-09,SK,mobile,card,Champions,True,18-25
159,2023-06-06,LV,mobile,card,Champions,True,26-35
160,2024-08-03,EE,mobile,bank_transfer,Champions,True,26-35
161,2023-01-09,BG,mobile,ewallet,Champions,True,36-45
162,2023-02-23,IE,desktop,bank_transfer,Champions,True,36-45
163,2024-01-28,EE,mobile,bank_transfer,Champions,True,26-35
164,2023-02-07,BG,desktop,bank_transfer,Champions,True,36-45
165,2024-03-17,RO,mobile,crypto,Champions,True,26-35
166,2024-06-29,CZ,desktop,card,Champions,True,26-35
167,2024-06-26,DE,mobile,card,Champions,True,46+
168,2023-12-07,HR,desktop,card,Champions,True,26-35
169,2023-07-22,HU,mobile,crypto,Champions,True,26-35
170,2023-05-03,PL,mobile,bank_transfer,Champions,True,18-25
171,2023-09-23,MT,desktop,bank_transfer,Champions,True,46+
172,2023-06-27,UA,desktop,bank_transfer,Champions,True,36-45
173,2024-02-21,CY,desktop,crypto,Champions,True,36-45
174,2024-08-01,PL,desktop,card,Champions,True,36-45
175,2024-06-01,DE,desktop,bank_transfer,Champions,True,46+
176,2023-10-09,LT,tablet,card,Champions,True,36-45
177,2024-09-13,DE,mobile,card,Champions,True,18-25
178,2024-04-24,MT,desktop,bank_transfer,Champions,True,46+
179,2024-07-04,LT,tablet,card,Champions,True,36-45
180,2023-10-25,BG,mobile,bank_transfer,Champions,True,36-45
181,2023-06-20,EE,desktop,card,Champions,True,26-35
182,2024-08-14,PL,mobile,card,Champions,True,36-45
183,2024-05-03,BG,desktop,ewallet,Champions,True,36-45
184,2024-04-01,BG,desktop,card,Champions,True,26-35
185,2023-03-07,EE,desktop,card,Champions,True,26-35
186,2024-02-03,HU,desktop,card,Champions,True,26-35
187,2024-03-23,HR,desktop,card,Champions,True,46+
188,2024-07-27,SK,mobile,ewallet,Champions,True,26-35
189,2024-03-30,HR,mobile,card,Champions,True,46+
190,2024-01-13,CY,mobile,card,Champions,True,26-35
191,2023-10-15,UA,desktop,crypto,Champions,True,26-35
192,2024-04-04,LT,mobile,card,Champions,True,26-35
193,2023-04-30,LV,desktop,bank_transfer,Champions,True,26-35
194,2024-09-30,PL,desktop,bank_transfer,Champions,True,18-25
195,2023-03-07,LT,mobile,card,Champions,True,18-25
196,2023-08-22,IE,mobile,bank_transfer,Champions,True,26-35
197,2023-10-15,HR,tablet,ewallet,Champions,True,26-35
198,2023-09-27,MT,mobile,ewallet,Champions,True,26-35
199,2023-12-25,SK,desktop,bank_transfer,Champions,True,36-45
200,2023-07-28,MT,desktop,bank_transfer,Champions,True,26-35
201,2024-06-30,LT,mobile,card,Champions,True,46+
202,2023-06-04,RO,mobile,bank_transfer,Champions,True,36-45
203,2024-01-10,PL,mobile,bank_transfer,Champions,True,46+
204,2024-05-16,SK,desktop,ewallet,Champions,True,46+
205,2023-06-20,BG,mobile,bank_transfer,Champions,True,18-25
206,2024-05-19,DE,desktop,crypto,Champions,True,26-35
207,2024-08-21,HU,mobile,crypto,Champions,True,18-25
208,2023-10-05,UA,mobile,card,Champions,True,18-25
209,2024-09-22,LV,mobile,card,Champions,True,18-25
210,2023-10-19,IE,mobile,card,Champions,True,18-25
211,2024-07-28,LV,mobile,card,Champions,True,26-35
212,2024-03-22,SK,mobile,card,Champions,True,18-25
213,2023-09-23,HR,mobile,bank_transfer,Champions,True,26-35
214,2024-07-06,MT,mobile,card,Champions,True,36-45
215,2023-10-27,DE,mobile,card,Champions,True,26-35
216,2024-06-22,HR,mobile,bank_transfer,Champions,True,26-35
217,2024-04-21,IE,tablet,card,Champions,True,26-35
218,2023-07-31,PL,desktop,card,Champions,True,18-25
219,2023-07-24,CY,desktop,card,Champions,True,18-25
220,2023-03-30,LT,mobile,card,Champions,True,36-45
221,2023-11-01,SK,desktop,bank_transfer,Champions,True,36-45
222,2023-06-04,CY,mobile,ewallet,Champions,True,36-45
223,2023-10-21,LT,desktop,ewallet,Champions,True,26-35
224,2023-04-15,HR,desktop,bank_transfer,Champions,True,36-45
225,2024-08-05,EE,mobile,ewallet,Champions,True,26-35
226,2024-09-22,CZ,desktop,bank_transfer,Champions,True,18-25
227,2023-11-26,DE,mobile,card,Champions,True,18-25
228,2023-09-22,RO,mobile,card,Champions,True,18-25
229,2024-02-26,MT,desktop,ewallet,Champions,True,26-35
230,2024-04-09,DE,desktop,bank_transfer,Champions,True,18-25
231,2024-05-11,HR,desktop,card,Champions,True,26-35
232,2023-04-02,MT,tablet,card,Champions,True,18-25
233,2023-12-21,IE,desktop,card,Champions,True,46+
234,2024-09-27,HR,desktop,bank_transfer,Champions,True,36-45
235,2023-04-27,IE,mobile,bank_transfer,Champions,True,26-35
236,2023-06-24,UA,desktop,ewallet,Champions,True,18-25
237,2023-02-03,EE,mobile,ewallet,Champions,True,26-35
238,2024-01-17,RO,desktop,bank_transfer,Champions,True,26-35
239,2024-04-26,HU,desktop,bank_transfer,Champions,True,36-45
240,2024-03-09,UA,tablet,card,Champions,True,26-35
241,2024-08-26,PL,desktop,bank_transfer,Champions,True,26-35
242,2023-01-08,IE,mobile,ewallet,Champions,True,26-35
243,2023-04-13,RO,mobile,crypto,Champions,True,18-25
244,2024-03-12,IE,mobile,ewallet,Champions,True,46+
245,2023-06-06,CY,mobile,ewallet,Champions,True,46+
246,2023-05-16,MT,mobile,bank_transfer,Champions,True,36-45
247,2024-02-22,SK,desktop,bank_transfer,Champions,True,18-25
248,2024-04-12,CZ,desktop,ewallet,Champions,True,36-45
249,2023-11-18,UA,mobile,ewallet,Champions,True,18-25
250,2023-03-05,CZ,tablet,card,Champions,True,36-45
251,2024-08-19,IE,mobile,card,Loyal,True,36-45
252,2024-07-22,EE,desktop,card,Loyal,True,36-45
253,2024-01-04,PL,mobile,card,Loyal,True,26-35
254,2024-08-21,PL,mobile,card,Loyal,True,18-25
255,2023-07-16,LV,mobile,crypto,Loyal,True,26-35
256,2024-03-14,HU,mobile,ewallet,Loyal,True,46+
257,2023-08-09,CY,mobile,card,Loyal,True,26-35
258,2023-06-27,PL,mobile,card,Loyal,True,18-25
259,2023-01-06,MT,tablet,bank_transfer,Loyal,True,26-35
260,2023-11-05,HR,mobile,card,Loyal,True,26-35
261,2023-07-20,MT,desktop,crypto,Loyal,True,46+
262,2024-05-04,DE,tablet,crypto,Loyal,True,18-25
263,2023-09-20,DE,mobile,bank_transfer,Loyal,True,18-25
264,2023-03-30,LT,desktop,bank_transfer,Loyal,True,26-35
265,2023-11-30,HU,mobile,card,Loyal,True,46+
266,2023-04-16,HR,desktop,ewallet,Loyal,True,26-35
267,2024-06-26,DE,mobile,ewallet,Loyal,True,36-45
268,2023-08-26,SK,mobile,crypto,Loyal,True,18-25
269,2023-05-30,HR,mobile,card,Loyal,True,36-45
270,2024-07-27,CY,mobile,card,Loyal,True,26-35
271,2023-04-29,EE,desktop,ewallet,Loyal,True,46+
272,2023-06-06,BG,mobile,bank_transfer,Loyal,True,26-35
273,2023-08-02,CZ,mobile,crypto,Loyal,True,46+
274,2023-06-06,IE,desktop,bank_transfer,Loyal,True,26-35
275,2023-10-16,HR,mobile,card,Loyal,True,18-25
276,2023-12-06,MT,mobile,crypto,Loyal,True,26-35
277,2024-06-17,LV,mobile,bank_transfer,Loyal,True,18-25
278,2024-09-02,LV,mobile,card,Loyal,True,18-25
279,2023-04-11,CZ,mobile,bank_transfer,Loyal,True,26-35
280,2024-08-09,LV,mobile,bank_transfer,Loyal,True,18-25
281,2024-06-21,SK,desktop,ewallet,Loyal,True,26-35
282,2024-09-24,BG,mobile,crypto,Loyal,True,26-35
283,2023-12-24,LT,mobile,ewallet,Loyal,True,36-45
284,2023-02-02,LT,desktop,ewallet,Loyal,True,18-25
285,2023-05-15,RO,mobile,bank_transfer,Loyal,True,18-25
286,2024-08-14,HU,tablet,card,Loyal,True,18-25
287,2023-09-12,IE,mobile,card,Loyal,True,36-45
288,2023-10-21,HR,mobile,crypto,Loyal,True,26-35
289,2023-09-22,HU,mobile,bank_transfer,Loyal,True,26-35
290,2024-04-09,PL,mobile,crypto,Loyal,True,26-35
291,2023-12-22,CZ,desktop,ewallet,Loyal,True,18-25
292,2023-04-24,CZ,mobile,ewallet,Loyal,True,36-45
293,2023-06-27,PL,mobile,bank_transfer,Loyal,True,26-35
294,2024-09-26,RO,tablet,card,Loyal,True,36-45
295,2023-09-10,UA,desktop,ewallet,Loyal,True,26-35
296,2023-09-16,EE,desktop,card,Loyal,True,36-45
297,2023-09-15,HR,mobile,card,Loyal,True,18-25
298,2023-08-08,CZ,mobile,bank_transfer,Loyal,True,36-45
299,2024-04-14,EE,mobile,card,Loyal,True,18-25
300,2024-02-29,CZ,desktop,ewallet,Loyal,True,26-35
301,2024-08-07,UA,mobile,card,Loyal,True,18-25
302,2024-03-03,PL,mobile,bank_transfer,Loyal,True,46+
303,2024-04-19,LV,mobile,ewallet,Loyal,True,46+
304,2023-05-10,LT,desktop,card,Loyal,True,36-45
305,2023-02-11,UA,tablet,card,Loyal,True,36-45
306,2023-07-25,CZ,mobile,card,Loyal,True,46+
307,2024-09-07,PL,mobile,crypto,Loyal,True,46+
308,2024-01-26,IE,mobile,bank_transfer,Loyal,True,26-35
309,2023-10-11,UA,mobile,card,Loyal,True,46+
310,2024-02-09,CY,desktop,ewallet,Loyal,True,46+
311,2023-01-14,RO,desktop,ewallet,Loyal,True,26-35
312,2024-04-21,PL,mobile,card,Loyal,True,36-45
313,2024-02-10,HR,mobile,bank_transfer,Loyal,True,26-35
314,2023-07-05,CZ,mobile,ewallet,Loyal,True,46+
315,2024-01-01,SK,mobile,card,Loyal,True,36-45
316,2023-04-18,LT,desktop,card,Loyal,True,36-45
317,2024-01-23,HU,mobile,crypto,Loyal,True,18-25
318,2023-03-16,CZ,mobile,card,Loyal,True,36-45
319,2024-07-15,HR,tablet,card,Loyal,True,18-25
320,2024-08-20,DE,desktop,card,Loyal,True,46+
321,2023-05-24,LV,mobile,ewallet,Loyal,True,18-25
322,2024-02-29,IE,mobile,bank_transfer,Loyal,True,26-35
323,2023-07-08,IE,desktop,crypto,Loyal,True,46+
324,2024-03-15,EE,mobile,card,Loyal,True,36-45
325,2023-03-17,EE,mobile,bank_transfer,Loyal,True,26-35
326,2024-09-17,HU,mobile,bank_transfer,Loyal,True,26-35
327,2023-07-27,CZ,desktop,ewallet,Loyal,True,26-35
328,2024-05-18,MT,mobile,ewallet,Loyal,True,36-45
329,2023-04-18,HU,desktop,card,Loyal,True,46+
330,2023-11-11,MT,mobile,card,Loyal,True,26-35
331,2023-06-29,BG,mobile,card,Loyal,True,26-35
332,2023-02-13,CZ,desktop,card,Loyal,True,36-45
333,2024-04-22,PL,mobile,card,Loyal,True,46+
334,2024-06-10,PL,desktop,bank_transfer,Loyal,True,36-45
335,2023-01-28,LT,mobile,ewallet,Loyal,True,26-35
336,2023-03-01,BG,desktop,bank_transfer,Loyal,True,36-45
337,2024-04-02,RO,mobile,card,Loyal,True,18-25
338,2023-10-25,BG,desktop,card,Loyal,True,18-25
339,2023-08-04,BG,mobile,ewallet,Loyal,True,26-35
340,2023-04-23,HU,tablet,card,Loyal,True,36-45
341,2023-04-25,CY,mobile,ewallet,Loyal,True,46+
342,2023-10-15,LV,desktop,card,Loyal,True,26-35
343,2023-10-30,UA,mobile,ewallet,Loyal,True,26-35
344,2024-02-24,LT,desktop,ewallet,Loyal,True,36-45
345,2023-10-25,LT,mobile,bank_transfer,Loyal,True,26-35
346,2023-01-18,LT,mobile,card,Loyal,True,36-45
347,2023-03-08,PL,desktop,card,Loyal,True,26-35
348,2024-06-13,UA,mobile,card,Loyal,True,26-35
349,2024-02-14,BG,mobile,card,Loyal,True,18-25
350,2024-03-09,LV,desktop,bank_transfer,Loyal,True,18-25
351,2024-06-21,RO,mobile,bank_transfer,Loyal,True,46+
352,2024-07-23,MT,mobile,card,Loyal,True,26-35
353,2023-10-24,CY,desktop,card,Loyal,True,18-25
354,2023-05-06,PL,mobile,card,Loyal,True,18-25
355,2023-02-19,CZ,desktop,card,Loyal,True,26-35
356,2023-03-28,CZ,mobile,card,Loyal,True,26-35
357,2024-08-17,CZ,mobile,ewallet,Loyal,True,46+
358,2024-01-26,HR,mobile,card,Loyal,True,18-25
359,2023-10-22,HU,mobile,ewallet,Loyal,True,36-45
360,2024-02-01,DE,desktop,bank_transfer,Loyal,True,46+
361,2023-10-11,BG,mobile,card,Loyal,True,46+
362,2023-01-29,DE,desktop,ewallet,Loyal,True,18-25
363,2024-05-27,SK,mobile,bank_transfer,Loyal,True,46+
364,2024-09-18,HU,mobile,card,Loyal,True,26-35
365,2023-10-28,CZ,mobile,card,Loyal,True,18-25
366,2023-03-23,CY,desktop,bank_transfer,Loyal,True,26-35
367,2024-03-02,IE,mobile,bank_transfer,Loyal,True,46+
368,2023-09-19,PL,tablet,card,Loyal,True,26-35
369,2023-06-23,HU,desktop,bank_transfer,Loyal,True,36-45
370,2023-10-16,MT,desktop,card,Loyal,True,26-35
371,2023-02-15,CY,mobile,card,Loyal,True,36-45
372,2023-08-31,CY,mobile,card,Loyal,True,26-35
373,2024-04-30,HR,mobile,ewallet,Loyal,True,46+
374,2024-04-28,PL,desktop,bank_transfer,Loyal,True,18-25
375,2024-02-25,UA,mobile,crypto,Loyal,True,26-35
376,2024-08-28,LT,mobile,card,Loyal,True,36-45
377,2024-08-07,HR,mobile,ewallet,Loyal,True,46+
378,2023-12-27,CY,mobile,bank_transfer,Loyal,True,18-25
379,2023-12-30,UA,mobile,ewallet,Loyal,True,26-35
380,2024-05-18,PL,desktop,card,Loyal,True,18-25
381,2023-10-06,IE,mobile,bank_transfer,Loyal,True,46+
382,2024-05-10,MT,tablet,ewallet,Loyal,True,18-25
383,2024-08-18,CY,desktop,card,Loyal,True,18-25
384,2024-01-16,CZ,desktop,bank_transfer,Loyal,True,26-35
385,2024-02-13,DE,desktop,card,Loyal,True,26-35
386,2024-09-20,BG,mobile,card,Loyal,True,36-45
387,2023-05-22,HU,mobile,card,Loyal,True,46+
388,2024-06-20,HU,mobile,bank_transfer,Loyal,True,26-35
389,2023-10-05,CZ,mobile,bank_transfer,Loyal,True,26-35
390,2024-03-17,CY,desktop,card,Loyal,True,26-35
391,2024-09-07,BG,mobile,card,Loyal,True,18-25
392,2023-12-01,IE,mobile,card,Loyal,True,46+
393,2023-05-08,UA,desktop,crypto,Loyal,True,18-25
394,2023-09-17,DE,desktop,ewallet,Loyal,True,36-45
395,2023-08-19,BG,mobile,card,Loyal,True,26-35
396,2023-10-02,UA,tablet,crypto,Loyal,True,18-25
397,2023-05-11,BG,mobile,crypto,Loyal,True,18-25
398,2024-03-27,SK,tablet,ewallet,Loyal,True,18-25
399,2023-06-30,IE,desktop,card,Loyal,True,26-35
400,2023-02-08,MT,desktop,bank_transfer,Loyal,True,26-35
401,2024-05-22,MT,mobile,crypto,Loyal,True,26-35
402,2023-10-12,HU,mobile,card,Loyal,True,46+
403,2023-05-08,SK,desktop,ewallet,Loyal,True,36-45
404,2023-03-02,BG,tablet,ewallet,Loyal,True,46+
405,2024-02-05,LV,desktop,bank_transfer,Loyal,True,26-35
406,2023-03-23,LV,desktop,crypto,Loyal,True,36-45
407,2024-05-04,MT,mobile,card,Loyal,True,26-35
408,2023-11-06,HR,mobile,card,Loyal,True,18-25
409,2023-12-30,LT,mobile,crypto,Loyal,True,36-45
410,2024-05-14,LV,mobile,card,Loyal,True,18-25
411,2023-06-30,HU,mobile,bank_transfer,Loyal,True,46+
412,2024-09-16,DE,tablet,card,Loyal,True,18-25
413,2023-08-16,CZ,mobile,card,Loyal,True,26-35
414,2023-04-09,SK,desktop,bank_transfer,Loyal,True,36-45
415,2024-05-24,CZ,desktop,bank_transfer,Loyal,True,46+
416,2023-05-10,UA,tablet,card,Loyal,True,18-25
417,2023-10-30,EE,mobile,crypto,Loyal,True,26-35
418,2023-05-25,LV,desktop,bank_transfer,Loyal,True,18-25
419,2024-01-30,HR,desktop,bank_transfer,Loyal,True,26-35
420,2023-07-25,UA,mobile,ewallet,Loyal,True,18-25
421,2024-04-02,LV,mobile,card,Loyal,True,26-35
422,2024-08-22,RO,mobile,bank_transfer,Loyal,True,26-35
423,2023-06-27,UA,mobile,bank_transfer,Loyal,True,26-35
424,2024-09-28,UA,mobile,bank_transfer,Loyal,True,26-35
425,2024-04-05,EE,mobile,crypto,Loyal,True,26-35
426,2024-02-13,HU,desktop,bank_transfer,Loyal,True,18-25
427,2024-05-27,HR,desktop,ewallet,Loyal,True,26-35
428,2024-06-10,IE,desktop,ewallet,Loyal,True,36-45
429,2023-07-13,CY,desktop,bank_transfer,Loyal,True,46+
430,2023-08-11,HR,mobile,card,Loyal,True,36-45
431,2023-08-25,DE,desktop,bank_transfer,Loyal,True,18-25
432,2023-11-20,UA,desktop,card,Loyal,True,18-25
433,2023-08-28,HR,desktop,ewallet,Loyal,True,26-35
434,2024-02-06,PL,mobile,crypto,Loyal,True,18-25
435,2023-06-30,CY,mobile,bank_transfer,Loyal,True,46+
436,2023-05-07,DE,desktop,ewallet,Loyal,True,18-25
437,2024-04-25,PL,mobile,card,Loyal,True,26-35
438,2023-08-17,EE,mobile,card,Loyal,True,26-35
439,2024-06-14,PL,mobile,bank_transfer,Loyal,True,36-45
440,2024-03-27,LT,desktop,ewallet,Loyal,True,26-35
441,2023-10-09,CY,mobile,card,Loyal,True,18-25
442,2024-06-09,CZ,mobile,card,Loyal,True,26-35
443,2024-08-05,BG,mobile,card,Loyal,True,18-25
444,2024-04-26,PL,mobile,card,Loyal,True,26-35
445,2024-07-30,IE,desktop,crypto,Loyal,True,26-35
446,2023-06-01,EE,desktop,ewallet,Loyal,True,46+
447,2023-10-29,CZ,desktop,crypto,Loyal,True,36-45
448,2024-01-28,EE,mobile,card,Loyal,True,18-25
449,2024-01-07,EE,mobile,card,Loyal,True,26-35
450,2023-11-02,UA,desktop,ewallet,Loyal,True,18-25
451,2024-04-01,EE,desktop,ewallet,Loyal,True,46+
452,2023-05-25,PL,desktop,ewallet,Loyal,True,26-35
453,2023-03-24,BG,mobile,bank_transfer,Loyal,True,46+
454,2023-09-15,LT,mobile,bank_transfer,Loyal,True,26-35
455,2023-05-18,EE,mobile,card,Loyal,True,46+
